BasketItem,Basket Produce Line,Basket Product Group Desc,Basket Product Line Desc,Basket Product Sub Group Desc,Basket Product Type Desc,Basket Item Desc
CR-10786,1,Meat,Drink,Hamburger,Meat,Footnote Extra Lean Hamburger
CR-10223,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Fudge Cookies
CR-10223,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Fudge Cookies
CR-10597,1,Baking Goods,Food,Sugar,Baking Goods,Landslide Brown Sugar
CR-10597,1,Baking Goods,Drink,Sugar,Baking Goods,Landslide Brown Sugar
CR-10875,1,Snacks,Food,Chocolate Candy,Candy,Thresher Tasty Candy Bar
CR-10875,1,Snacks,Drink,Chocolate Candy,Candy,Thresher Tasty Candy Bar
CR-10851,1,Snack Foods,Food,Popcorn,Snack Foods,Nationeel Buttered Popcorn
CR-10851,1,Snack Foods,Drink,Popcorn,Snack Foods,Nationeel Buttered Popcorn
CR-10815,1,Produce,Food,Fresh Fruit,Fruit,Ebony Limes
CR-10815,1,Produce,Drink,Fresh Fruit,Fruit,Ebony Limes
CR-10837,1,Seafood,Food,Fresh Fish,Seafood,Curlew Lox
CR-10837,1,Seafood,Drink,Fresh Fish,Seafood,Curlew Lox
CR-11925,1,Eggs,Food,Eggs,Eggs,National Small Brown Eggs
CR-11925,1,Eggs,Drink,Eggs,Eggs,National Small Brown Eggs
CR-10270,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good Merlot Wine
CR-10270,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good Merlot Wine
CR-10646,1,Canned Foods,Food,Soup,Canned Soup,Bravo Regular Ramen Soup
CR-10646,1,Canned Foods,Drink,Soup,Canned Soup,Bravo Regular Ramen Soup
CR-10513,1,Produce,Food,Fresh Fruit,Fruit,Tell Tale Peaches
CR-10513,1,Produce,Drink,Fresh Fruit,Fruit,Tell Tale Peaches
CR-10921,1,Baking Goods,Food,Cooking Oil,Baking Goods,BBB Best Canola Oil
CR-10921,1,Baking Goods,Drink,Cooking Oil,Baking Goods,BBB Best Canola Oil
CR-10846,1,Snack Foods,Food,Cookies,Snack Foods,Nationeel Fudge Brownies
CR-10846,1,Snack Foods,Drink,Cookies,Snack Foods,Nationeel Fudge Brownies
CR-10306,1,Baking Goods,Food,Jam,Jams and Jellies,Super Strawberry Jam
CR-10306,1,Baking Goods,Drink,Jam,Jams and Jellies,Super Strawberry Jam
CR-10885,1,Starchy Foods,Food,Pasta,Starchy Foods,Monarch Spaghetti
CR-10885,1,Starchy Foods,Drink,Pasta,Starchy Foods,Monarch Spaghetti
CR-10595,1,Baking Goods,Food,Peanut Butter,Jams and Jellies,Landslide Chunky Peanut Butter
CR-10595,1,Baking Goods,Drink,Peanut Butter,Jams and Jellies,Landslide Chunky Peanut Butter
CR-10555,1,Snack Foods,Food,Dried Fruit,Snack Foods,Fast Apple Fruit Roll
CR-10555,1,Snack Foods,Drink,Dried Fruit,Snack Foods,Fast Apple Fruit Roll
CR-10655,1,Canned Foods,Food,Anchovies,Canned Anchovies,Bravo Fancy Canned Anchovies
CR-10655,1,Canned Foods,Drink,Anchovies,Canned Anchovies,Bravo Fancy Canned Anchovies
CR-10195,1,Produce,Food,Nuts,Specialty,High Top Almonds
CR-10195,1,Produce,Drink,Nuts,Specialty,High Top Almonds
PC-10378,1,Deli,Food,Hot Dogs,Meat,Moms Turkey Hot Dogs
PC-10378,1,Deli,Drink,Hot Dogs,Meat,Moms Turkey Hot Dogs
CR-10545,1,Snack Foods,Food,Pretzels,Snack Foods,Fast Salted Pretzels
CR-10545,1,Snack Foods,Drink,Pretzels,Snack Foods,Fast Salted Pretzels
CR-10669,1,Dairy,Food,Cheese,Dairy,Gorilla Muenster Cheese
CR-10669,1,Dairy,Drink,Cheese,Dairy,Gorilla Muenster Cheese
CR-10056,2,Dairy,Food,Milk,Dairy,Club 2% Milk
CR-10056,2,Dairy,Drink,Milk,Dairy,Club 2% Milk
CR-10977,1,Canned Products,Food,Canned Fruit,Fruit,Big City Canned Peaches
CR-10977,1,Canned Products,Drink,Canned Fruit,Fruit,Big City Canned Peaches
CR-10001,2,Beverages,Food,Juice,Pure Juice Beverages,Washington Berry Juice
CR-10001,2,Beverages,Drink,Juice,Pure Juice Beverages,Washington Berry Juice
CR-10624,2,Beverages,Food,Flavored Drinks,Drinks,Token Mango Drink
CR-10624,2,Beverages,Drink,Flavored Drinks,Drinks,Token Mango Drink
CR-10997,2,Dairy,Food,Milk,Dairy,Even Better 1% Milk
CR-10997,2,Dairy,Drink,Milk,Dairy,Even Better 1% Milk
PC-10233,1,Snack Foods,Food,Dips,Snack Foods,Best Choice Avocado Dip
PC-10233,1,Snack Foods,Drink,Dips,Snack Foods,Best Choice Avocado Dip
PC-10886,1,Starchy Foods,Food,Rice,Starchy Foods,Monarch Thai Rice
PC-10886,1,Starchy Foods,Drink,Rice,Starchy Foods,Monarch Thai Rice
CR-10318,2,Beverages,Food,Soda,Carbonated Beverages,Excellent Diet Cola
CR-10318,2,Beverages,Drink,Soda,Carbonated Beverages,Excellent Diet Cola
CR-10720,1,Frozen Foods,Food,TV Dinner,Frozen Entrees,Imagine Beef TV Dinner
CR-10720,1,Frozen Foods,Drink,TV Dinner,Frozen Entrees,Imagine Beef TV Dinner
CR-10335,1,Canned Foods,Food,Soup,Canned Soup,Better Regular Ramen Soup
CR-10335,1,Canned Foods,Drink,Soup,Canned Soup,Better Regular Ramen Soup
CR-10493,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Elephant Garlic
CR-10493,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Elephant Garlic
CR-10224,1,Snack Foods,Food,Cookies,Snack Foods,Best Choice Fudge Brownies
CR-10224,1,Snack Foods,Drink,Cookies,Snack Foods,Best Choice Fudge Brownies
CR-10280,1,Baked Goods,Food,Bagels,Bread,Great Bagels
CR-10280,1,Baked Goods,Drink,Bagels,Bread,Great Bagels
PC-10537,1,Snack Foods,Food,Cookies,Snack Foods,Fast Lemon Cookies
PC-10537,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Lemon Cookies
PC-10270,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good Merlot Wine
PC-10270,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good Merlot Wine
PC-10010,2,Beverages,Food,Juice,Pure Juice Beverages,Washington Apple Juice
PC-10010,2,Beverages,Drink,Juice,Pure Juice Beverages,Washington Apple Juice
PC-10596,2,Beverages,Food,Chocolate,Hot Beverages,Landslide Hot Chocolate
PC-10596,2,Beverages,Drink,Chocolate,Hot Beverages,Landslide Hot Chocolate
PC-10347,1,Canned Foods,Food,Sardines,Canned Sardines,Better Fancy Canned Sardines
PC-10347,1,Canned Foods,Drink,Sardines,Canned Sardines,Better Fancy Canned Sardines
PC-10348,1,Canned Foods,Food,Soup,Canned Soup,Better Rice Soup
PC-10348,1,Canned Foods,Drink,Soup,Canned Soup,Better Rice Soup
PC-10691,1,Deli,Food,Deli Salads,Side Dishes,Cutting Edge Low Fat Cole Slaw
PC-10691,1,Deli,Drink,Deli Salads,Side Dishes,Cutting Edge Low Fat Cole Slaw
PC-10283,1,Baking Goods,Food,Cooking Oil,Baking Goods,Super Sesame Oil
PC-10283,1,Baking Goods,Drink,Cooking Oil,Baking Goods,Super Sesame Oil
PC-10361,1,Dairy,Food,Cheese,Dairy,Carlson Havarti Cheese
PC-10361,1,Dairy,Drink,Cheese,Dairy,Carlson Havarti Cheese
PC-10258,1,Snacks,Food,Hard Candy,Candy,Choice Spicy Mints
PC-10258,1,Snacks,Drink,Hard Candy,Candy,Choice Spicy Mints
PC-10057,2,Dairy,Food,Milk,Dairy,Club Buttermilk
PC-10057,2,Dairy,Drink,Milk,Dairy,Club Buttermilk
PC-10382,1,Deli,Food,Fresh Chicken,Meat,Moms Roasted Chicken
PC-10382,1,Deli,Drink,Fresh Chicken,Meat,Moms Roasted Chicken
PC-10350,1,Canned Products,Food,Canned Fruit,Fruit,Swell Canned Peaches
PC-10350,1,Canned Products,Drink,Canned Fruit,Fruit,Swell Canned Peaches
PC-10006,2,Beverages,Food,Soda,Carbonated Beverages,Washington Cola
PC-10006,2,Beverages,Drink,Soda,Carbonated Beverages,Washington Cola
PC-10009,2,Beverages,Food,Juice,Pure Juice Beverages,Washington Cranberry Juice
PC-10009,2,Beverages,Drink,Juice,Pure Juice Beverages,Washington Cranberry Juice
PC-10065,1,Deli,Food,Bologna,Meat,Red Spade Beef Bologna
PC-10065,1,Deli,Drink,Bologna,Meat,Red Spade Beef Bologna
PC-10058,2,Dairy,Food,Milk,Dairy,Club Chocolate Milk
PC-10058,2,Dairy,Drink,Milk,Dairy,Club Chocolate Milk
PC-10277,1,Baked Goods,Food,Muffins,Bread,Great English Muffins
PC-10277,1,Baked Goods,Drink,Muffins,Bread,Great English Muffins
PC-10887,1,Starchy Foods,Food,Rice,Starchy Foods,Monarch Rice Medly
PC-10887,1,Starchy Foods,Drink,Rice,Starchy Foods,Monarch Rice Medly
PC-10008,2,Beverages,Food,Juice,Pure Juice Beverages,Washington Orange Juice
PC-10008,2,Beverages,Drink,Juice,Pure Juice Beverages,Washington Orange Juice
PC-10349,1,Canned Products,Food,Canned Fruit,Fruit,Swell Canned Mixed Fruit
PC-10349,1,Canned Products,Drink,Canned Fruit,Fruit,Swell Canned Mixed Fruit
PC-10066,1,Deli,Food,Bologna,Meat,Red Spade Low Fat Bologna
PC-10066,1,Deli,Drink,Bologna,Meat,Red Spade Low Fat Bologna
CR-10333,1,Canned Foods,Food,Canned Vegetables,Vegetables,Better Canned Tomatos
CR-10333,1,Canned Foods,Drink,Canned Vegetables,Vegetables,Better Canned Tomatos
PC-10275,1,Baked Goods,Food,Sliced Bread,Bread,Great White Bread
PC-10275,1,Baked Goods,Drink,Sliced Bread,Bread,Great White Bread
PC-10370,2,Dairy,Food,Milk,Dairy,Carlson 1% Milk
PC-10370,2,Dairy,Drink,Milk,Dairy,Carlson 1% Milk
PC-10538,1,Snack Foods,Food,Cookies,Snack Foods,Fast Graham Crackers
PC-10538,1,Snack Foods,Drink,Cookies,Snack Foods,Fast Graham Crackers
PC-10491,1,Produce,Food,Fresh Vegetables,Vegetables,Tell Tale Shitake Mushrooms
PC-10491,1,Produce,Drink,Fresh Vegetables,Vegetables,Tell Tale Shitake Mushrooms
PC-10360,1,Dairy,Food,Cheese,Dairy,Carlson Low Fat String Cheese
PC-10360,1,Dairy,Drink,Cheese,Dairy,Carlson Low Fat String Cheese
PC-10172,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Corn on the Cob
PC-10172,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Corn on the Cob
PC-10269,2,Alcoholic Beverages,Food,Wine,Beer and Wine,Good Chablis Wine
PC-10269,2,Alcoholic Beverages,Drink,Wine,Beer and Wine,Good Chablis Wine
PC-10007,2,Beverages,Food,Soda,Carbonated Beverages,Washington Diet Cola
PC-10007,2,Beverages,Drink,Soda,Carbonated Beverages,Washington Diet Cola
PC-10414,1,Frozen Foods,Food,Ice Cream,Frozen Desserts,Big Time Ice Cream
PC-10414,1,Frozen Foods,Drink,Ice Cream,Frozen Desserts,Big Time Ice Cream
PC-10174,1,Produce,Food,Fresh Vegetables,Vegetables,High Top Sweet Peas
PC-10174,1,Produce,Drink,Fresh Vegetables,Vegetables,High Top Sweet Peas
PC-10381,1,Deli,Food,Deli Salads,Side Dishes,Moms Cole Slaw
PC-10381,1,Deli,Drink,Deli Salads,Side Dishes,Moms Cole Slaw
PC-10005,2,Beverages,Food,Soda,Carbonated Beverages,Washington Diet Soda
PC-10005,2,Beverages,Drink,Soda,Carbonated Beverages,Washington Diet Soda
PC-10373,1,Dairy,Food,Yogurt,Dairy,Carlson Blueberry Yogurt
PC-10373,1,Dairy,Drink,Yogurt,Dairy,Carlson Blueberry Yogurt
PC-10060,2,Dairy,Food,Milk,Dairy,Club Whole Milk
PC-10060,2,Dairy,Drink,Milk,Dairy,Club Whole Milk
PC-10318,2,Beverages,Food,Soda,Carbonated Beverages,Excellent Diet Cola
PC-10318,2,Beverages,Drink,Soda,Carbonated Beverages,Excellent Diet Cola
PC-10326,1,Breakfast Foods,Food,Cereal,Breakfast Foods,Best Grits
PC-10326,1,Breakfast Foods,Drink,Cereal,Breakfast Foods,Best Grits
