NoOfItem,MaxNoOfItem,Item-Branch Key,Order Number,DateKey
4,6,CR-10837,202096,38116
14,28,CR-10504,213205,38303
24,28,CR-10415,213205,38289
21,28,CR-10854,213205,38296
17,28,CR-10097,213205,38282
27,28,CR-10554,213205,38282
9,28,CR-10515,213205,38282
6,28,CR-10920,213205,38282
23,28,CR-10400,213205,38282
22,28,CR-10077,213205,38282
11,28,CR-10221,213205,38282
4,28,CR-10625,213205,38282
3,28,CR-10620,213205,38282
8,28,CR-10993,213205,38282
7,28,CR-10699,213205,38282
5,28,CR-10397,213205,38282
1,28,CR-11021,213205,38282
2,28,CR-10522,213205,38289
16,28,CR-10522,213205,38282
28,28,CR-10539,213205,38296
12,28,CR-10976,213205,38282
10,28,CR-10709,213205,38303
20,28,CR-10260,213205,38282
18,28,CR-10011,213205,38290
25,28,CR-10730,213205,38282
19,28,CR-10245,213205,38282
26,28,CR-10707,213205,38282
15,28,CR-10223,213205,38282
13,28,CR-10488,213205,38291
2,2,CR-10507,201031,38165
1,2,CR-10324,201031,38165
1,1,PC-10343,204632,38204
8,35,CR-10799,214995,38309
21,35,CR-10998,214995,38309
35,35,CR-10067,214995,38309
14,35,CR-10898,214995,38309
26,35,CR-10968,214995,38309
27,35,CR-10973,214995,38309
7,35,CR-10065,214995,38309
19,35,CR-10094,214995,38309
5,35,CR-10078,214995,38309
10,35,CR-10889,214995,38309
28,35,CR-10347,214995,38309
31,35,CR-10347,214995,38309
2,35,CR-10922,214995,38309
6,35,CR-10613,214995,38309
20,35,CR-10377,214995,38309
32,35,CR-10684,214995,38309
1,35,CR-10068,214995,38309
3,35,CR-10972,214995,38309
16,35,CR-10281,214995,38309
17,35,CR-10933,214995,38309
33,35,CR-10680,214995,38309
4,35,CR-10864,214995,38309
34,35,CR-10642,214995,38309
9,35,CR-10937,214995,38309
11,35,CR-10010,214995,38309
25,35,CR-10967,214995,38309
15,35,CR-10681,214995,38309
18,35,CR-10796,214995,38309
23,35,CR-10264,214995,38309
13,35,CR-10797,214995,38309
24,35,CR-10871,214995,38309
29,35,CR-10412,214995,38309
30,35,CR-10997,214995,38309
22,35,CR-10171,214995,38309
12,35,CR-10272,214995,38309
4,7,CR-10506,201033,38137
3,7,CR-10506,201033,38123
5,7,CR-10671,201033,38144
2,7,CR-10670,201033,38137
1,7,CR-10504,201033,38123
6,7,CR-10808,201033,38137
7,7,CR-10645,201033,38123
8,11,CR-10362,202108,38112
6,11,CR-10071,202108,38137
1,11,CR-10940,202108,38119
2,11,CR-10484,202108,38112
4,11,CR-10375,202108,38112
3,11,CR-11008,202108,38155
9,11,CR-11008,202108,38119
10,11,CR-10070,202108,38112
7,11,CR-10079,202108,38126
11,11,CR-10545,202108,38112
5,11,CR-10086,202108,38112
28,41,CR-10799,210485,38242
7,41,CR-10505,210485,38242
26,41,CR-10197,210485,38242
31,41,CR-10565,210485,38242
19,41,CR-10898,210485,38242
13,41,CR-10196,210485,38242
8,41,CR-10009,210485,38256
4,41,CR-10007,210485,38242
18,41,CR-10093,210485,38242
12,41,CR-10384,210485,38242
30,41,CR-10066,210485,38242
17,41,CR-10569,210485,38242
39,41,CR-10052,210485,38242
27,41,CR-10035,210485,38256
5,41,CR-10374,210485,38256
2,41,CR-10068,210485,38242
15,41,CR-10964,210485,38242
24,41,CR-10972,210485,38242
11,41,CR-10605,210485,38270
16,41,CR-10089,210485,38270
3,41,CR-10886,210485,38249
21,41,CR-10649,210485,38242
36,41,CR-10832,210485,38242
29,41,CR-10630,210485,38242
14,41,CR-10102,210485,38242
22,41,CR-10967,210485,38242
9,41,CR-10796,210485,38242
25,41,CR-10607,210485,38242
20,41,CR-10818,210485,38242
35,41,CR-10006,210485,38249
23,41,CR-10797,210485,38242
1,41,CR-10412,210485,38242
38,41,CR-10880,210485,38242
6,41,CR-10901,210485,38242
10,41,CR-10053,210485,38242
34,41,CR-10266,210485,38242
33,41,CR-10082,210485,38242
40,41,CR-10513,210485,38249
37,41,CR-10079,210485,38242
32,41,CR-10321,210485,38242
41,41,CR-10984,210485,38242
1,2,CR-10408,211962,38260
2,2,CR-10486,211962,38260
13,14,CR-10504,214180,38302
9,14,CR-10074,214180,38302
8,14,CR-10805,214180,38295
10,14,CR-10620,214180,38295
5,14,CR-10836,214180,38295
11,14,CR-10660,214180,38295
1,14,CR-10957,214180,38295
14,14,CR-11021,214180,38295
7,14,CR-10180,214180,38295
3,14,CR-10013,214180,38295
2,14,CR-10570,214180,38302
6,14,CR-10304,214180,38295
12,14,CR-10994,214180,38295
4,14,CR-10707,214180,38295
8,30,CR-10799,215014,38308
19,30,CR-10505,215014,38308
11,30,CR-10506,215014,38308
4,30,CR-10504,215014,38308
17,30,CR-10415,215014,38308
5,30,CR-10067,215014,38308
24,30,CR-10097,215014,38308
29,30,CR-10554,215014,38308
30,30,CR-10405,215014,38308
25,30,CR-10037,215014,38308
15,30,CR-10384,215014,38308
26,30,CR-10928,215014,38308
21,30,CR-10400,215014,38308
9,30,CR-10847,215014,38308
20,30,CR-10187,215014,38308
12,30,CR-10925,215014,38308
18,30,CR-10832,215014,38308
23,30,CR-10315,215014,38308
2,30,CR-10036,215014,38308
3,30,CR-10408,215014,38308
16,30,CR-10408,215014,38308
1,30,CR-10419,215014,38308
10,30,CR-10880,215014,38308
13,30,CR-10414,215014,38308
22,30,CR-10892,215014,38308
27,30,CR-10892,215014,38308
6,30,CR-10802,215014,38308
28,30,CR-10803,215014,38308
7,30,CR-10604,215014,38308
14,30,CR-10361,215014,38308
5,7,CR-10078,204640,38150
1,7,CR-10077,204640,38150
7,7,CR-10100,204640,38150
2,7,CR-10109,204640,38157
3,7,CR-10029,204640,38150
6,7,CR-10070,204640,38150
4,7,CR-10233,204640,38157
1,4,CR-10505,211963,38270
3,4,CR-10862,211963,38270
2,4,CR-10381,211963,38270
4,4,CR-10407,211963,38270
9,11,CR-10670,213214,38284
4,11,CR-10504,213214,38284
8,11,CR-10854,213214,38298
5,11,CR-10279,213214,38284
11,11,CR-10554,213214,38284
7,11,CR-10515,213214,38284
10,11,CR-10993,213214,38298
3,11,CR-10408,213214,38284
2,11,CR-10711,213214,38284
1,11,CR-10838,213214,38284
6,11,CR-10839,213214,38284
5,10,CR-10504,214182,38301
1,10,CR-10854,214182,38301
3,10,CR-10708,214182,38308
7,10,CR-10930,214182,38308
6,10,CR-10618,214182,38294
8,10,CR-10957,214182,38294
10,10,CR-10013,214182,38294
9,10,CR-10541,214182,38294
2,10,CR-11925,214182,38301
4,10,CR-10707,214182,38294
15,22,CR-10197,202118,38114
8,22,CR-10385,202118,38114
14,22,CR-10683,202118,38114
7,22,CR-10347,202118,38114
4,22,CR-10930,202118,38149
21,22,CR-10066,202118,38114
12,22,CR-10644,202118,38114
1,22,CR-10618,202118,38121
20,22,CR-10680,202118,38114
11,22,CR-10046,202118,38114
2,22,CR-10190,202118,38114
9,22,CR-10967,202118,38126
10,22,CR-10976,202118,38114
5,22,CR-10290,202118,38114
6,22,CR-10871,202118,38114
3,22,CR-10412,202118,38114
16,22,CR-10325,202118,38114
18,22,CR-10266,202118,38149
17,22,CR-10381,202118,38114
19,22,CR-11925,202118,38135
13,22,CR-10893,202118,38121
22,22,CR-10344,202118,38126
33,83,CR-10799,203488,38143
60,83,CR-10799,203488,38141
63,83,CR-10504,203488,38137
25,83,CR-10197,203488,38137
28,83,CR-10197,203488,38137
23,83,CR-10415,203488,38161
8,83,CR-10385,203488,38137
52,83,CR-10683,203488,38164
10,83,CR-10067,203488,38137
56,83,CR-10499,203488,38137
58,83,CR-10507,203488,38150
53,83,CR-10554,203488,38137
78,83,CR-10898,203488,38137
65,83,CR-10968,203488,38137
27,83,CR-10196,203488,38137
7,83,CR-10065,203488,38137
2,83,CR-10965,203488,38137
75,83,CR-10853,203488,38137
74,83,CR-10009,203488,38143
37,83,CR-10834,203488,38137
44,83,CR-10814,203488,38137
68,83,CR-10855,203488,38137
82,83,CR-10855,203488,38137
9,83,CR-10922,203488,38137
22,83,CR-10066,203488,38143
55,83,CR-10066,203488,38141
18,83,CR-10069,203488,38137
80,83,CR-10981,203488,38150
29,83,CR-10684,203488,38137
57,83,CR-10091,203488,38143
83,83,CR-10890,203488,38143
24,83,CR-10808,203488,38137
12,83,CR-10588,203488,38137
39,83,CR-10828,203488,38137
61,83,CR-10068,203488,38137
66,83,CR-10644,203488,38137
19,83,CR-10972,203488,38137
77,83,CR-10187,203488,38137
1,83,CR-10104,203488,38164
76,83,CR-10252,203488,38137
38,83,CR-10680,203488,38161
4,83,CR-10680,203488,38164
32,83,CR-10649,203488,38137
21,83,CR-10194,203488,38137
79,83,CR-10832,203488,38164
71,83,CR-10642,203488,38137
73,83,CR-10642,203488,38137
31,83,CR-10953,203488,38137
35,83,CR-10383,203488,38137
64,83,CR-10212,203488,38137
11,83,CR-10190,203488,38137
41,83,CR-10100,203488,38137
49,83,CR-10110,203488,38137
14,83,CR-10860,203488,38137
46,83,CR-10376,203488,38137
15,83,CR-10329,203488,38137
6,83,CR-10967,203488,38161
13,83,CR-10681,203488,38137
34,83,CR-10982,203488,38137
36,83,CR-10191,203488,38164
48,83,CR-10796,203488,38137
81,83,CR-10607,203488,38137
70,83,CR-10818,203488,38161
51,83,CR-10250,203488,38150
67,83,CR-10986,203488,38178
5,83,CR-10244,203488,38161
59,83,CR-10830,203488,38164
50,83,CR-10682,203488,38143
43,83,CR-10880,203488,38150
72,83,CR-10563,203488,38178
47,83,CR-10901,203488,38137
40,83,CR-10894,203488,38161
3,83,CR-10801,203488,38199
69,83,CR-10530,203488,38143
16,83,CR-10295,203488,38206
17,83,CR-10303,203488,38143
20,83,CR-11373,203488,38137
30,83,CR-10553,203488,38199
45,83,CR-10553,203488,38178
26,83,CR-10017,203488,38150
54,83,CR-10899,203488,38164
62,83,CR-10961,203488,38137
42,83,CR-10324,203488,38137
2,4,CR-10232,210490,38256
4,4,CR-10232,210490,38242
3,4,CR-10842,210490,38256
1,4,CR-10691,210490,38242
5,12,CR-10415,213215,38288
4,12,CR-10097,213215,38281
1,12,CR-10993,213215,38302
9,12,CR-10866,213215,38288
2,12,CR-10408,213215,38281
3,12,CR-11021,213215,38281
6,12,CR-10522,213215,38288
12,12,CR-10645,213215,38281
7,12,CR-10960,213215,38281
8,12,CR-10083,213215,38290
10,12,CR-10255,213215,38302
11,12,CR-10388,213215,38281
2,10,CR-10671,214188,38296
1,10,CR-10504,214188,38303
5,10,CR-10854,214188,38296
9,10,CR-10620,214188,38296
10,10,CR-10957,214188,38296
4,10,CR-10846,214188,38303
3,10,CR-10180,214188,38296
8,10,CR-10013,214188,38296
6,10,CR-10562,214188,38303
7,10,CR-10707,214188,38296
1,2,CR-10301,201058,38128
2,2,CR-10301,201058,38135
19,170,CR-10799,203495,38130
72,170,CR-10505,203495,38130
58,170,CR-10504,203495,38165
67,170,CR-10197,203495,38130
106,170,CR-10197,203495,38130
7,170,CR-10415,203495,38130
115,170,CR-10385,203495,38130
116,170,CR-10385,203495,38130
148,170,CR-10683,203495,38150
139,170,CR-10067,203495,38130
37,170,CR-10499,203495,38130
146,170,CR-10565,203495,38130
86,170,CR-10507,203495,38130
69,170,CR-10554,203495,38130
121,170,CR-10827,203495,38193
159,170,CR-10898,203495,38130
81,170,CR-10196,203495,38130
75,170,CR-10392,203495,38130
125,170,CR-10065,203495,38130
50,170,CR-10094,203495,38130
48,170,CR-10965,203495,38130
46,170,CR-10026,203495,38130
15,170,CR-10853,203495,38150
78,170,CR-10173,203495,38217
59,170,CR-10173,203495,38200
44,170,CR-10009,203495,38165
120,170,CR-10384,203495,38130
47,170,CR-10251,203495,38130
80,170,CR-10834,203495,38130
134,170,CR-10814,203495,38130
99,170,CR-10855,203495,38130
117,170,CR-10347,203495,38130
71,170,CR-10592,203495,38130
16,170,CR-10924,203495,38165
55,170,CR-10928,203495,38130
53,170,CR-10922,203495,38130
147,170,CR-10059,203495,38130
123,170,CR-10609,203495,38130
98,170,CR-10599,203495,38130
76,170,CR-10543,203495,38143
77,170,CR-10543,203495,38134
141,170,CR-10066,203495,38130
140,170,CR-10069,203495,38130
111,170,CR-10613,203495,38130
5,170,CR-10856,203495,38130
88,170,CR-10981,203495,38165
1,170,CR-10981,203495,38150
82,170,CR-10515,203495,38186
28,170,CR-10534,203495,38150
14,170,CR-10377,203495,38130
22,170,CR-10569,203495,38143
109,170,CR-10569,203495,38130
74,170,CR-10684,203495,38130
23,170,CR-10035,203495,38130
154,170,CR-10091,203495,38165
62,170,CR-10489,203495,38130
163,170,CR-10890,203495,38150
160,170,CR-10558,203495,38186
51,170,CR-10558,203495,38143
89,170,CR-10808,203495,38130
168,170,CR-10692,203495,38130
130,170,CR-10628,203495,38130
96,170,CR-10828,203495,38130
105,170,CR-10847,203495,38130
91,170,CR-10946,203495,38143
94,170,CR-10731,203495,38130
8,170,CR-11000,203495,38165
45,170,CR-10644,203495,38143
118,170,CR-10644,203495,38134
165,170,CR-10495,203495,38130
93,170,CR-10281,203495,38130
161,170,CR-10713,203495,38130
12,170,CR-10654,203495,38130
56,170,CR-10187,203495,38130
119,170,CR-10622,203495,38263
95,170,CR-10872,203495,38130
11,170,CR-10252,203495,38130
104,170,CR-10252,203495,38130
138,170,CR-10680,203495,38165
167,170,CR-10649,203495,38130
68,170,CR-10194,203495,38130
153,170,CR-10832,203495,38165
17,170,CR-10642,203495,38130
107,170,CR-10642,203495,38130
84,170,CR-10630,203495,38207
152,170,CR-10630,203495,38179
61,170,CR-10911,203495,38165
126,170,CR-10911,203495,38130
113,170,CR-10953,203495,38130
144,170,CR-10383,203495,38130
157,170,CR-10383,203495,38130
110,170,CR-10945,203495,38143
21,170,CR-10639,203495,38130
66,170,CR-10937,203495,38165
38,170,CR-10198,203495,38130
103,170,CR-10190,203495,38130
9,170,CR-10633,203495,38143
10,170,CR-10110,203495,38130
57,170,CR-10869,203495,38165
43,170,CR-10987,203495,38130
149,170,CR-10102,203495,38130
36,170,CR-10164,203495,38130
164,170,CR-10090,203495,38165
170,170,CR-10498,203495,38130
2,170,CR-10900,203495,38200
132,170,CR-10531,203495,38130
112,170,CR-10860,203495,38130
131,170,CR-10693,203495,38143
122,170,CR-10562,203495,38130
158,170,CR-10967,203495,38150
49,170,CR-10645,203495,38130
42,170,CR-10016,203495,38179
101,170,CR-10681,203495,38130
31,170,CR-10982,203495,38130
133,170,CR-10191,203495,38165
135,170,CR-10192,203495,38130
3,170,CR-10299,203495,38207
34,170,CR-10299,203495,38179
156,170,CR-10859,203495,38130
150,170,CR-10796,203495,38130
90,170,CR-10501,203495,38165
162,170,CR-10529,203495,38130
30,170,CR-10914,203495,38130
151,170,CR-10607,203495,38130
35,170,CR-10818,203495,38179
100,170,CR-10250,203495,38130
20,170,CR-10525,203495,38130
137,170,CR-10986,203495,38165
52,170,CR-10244,203495,38165
65,170,CR-10207,203495,38130
25,170,CR-10290,203495,38130
83,170,CR-10301,203495,38130
166,170,CR-10830,203495,38165
97,170,CR-10797,203495,38130
13,170,CR-10871,203495,38228
127,170,CR-10861,203495,38263
128,170,CR-10287,203495,38165
143,170,CR-10412,203495,38130
87,170,CR-10873,203495,38130
136,170,CR-10873,203495,38130
114,170,CR-10205,203495,38130
29,170,CR-10386,203495,38165
26,170,CR-10389,203495,38130
155,170,CR-10880,203495,38165
63,170,CR-10563,203495,38130
92,170,CR-10689,203495,38130
79,170,CR-10901,203495,38130
60,170,CR-10024,203495,38165
24,170,CR-10291,203495,38130
129,170,CR-10955,203495,38143
145,170,CR-10414,203495,38130
142,170,CR-10530,203495,38143
41,170,CR-10701,203495,38165
4,170,CR-10266,203495,38193
70,170,CR-10226,203495,38179
6,170,CR-10283,203495,38130
54,170,CR-10303,203495,38143
33,170,CR-10561,203495,38130
27,170,CR-10553,203495,38193
39,170,CR-10308,203495,38179
32,170,CR-10883,203495,38130
108,170,CR-10359,203495,38130
102,170,CR-10710,203495,38137
18,170,CR-10650,203495,38217
169,170,CR-10597,203495,38130
124,170,CR-10899,203495,38165
40,170,CR-10899,203495,38179
64,170,CR-10536,203495,38179
73,170,CR-10309,203495,38130
85,170,CR-10356,203495,38200
3,9,CR-10671,214193,38298
5,9,CR-10504,214193,38298
6,9,CR-10620,214193,38298
9,9,CR-10836,214193,38298
7,9,CR-10957,214193,38298
1,9,CR-10180,214193,38298
8,9,CR-10013,214193,38298
2,9,CR-10304,214193,38298
4,9,CR-10707,214193,38298
3,3,CR-10392,200425,38238
2,3,CR-10878,200425,38238
1,3,CR-10419,200425,38238
1,1,CR-10301,201060,38148
1,5,CR-10065,202124,38113
5,5,CR-10026,202124,38113
3,5,CR-10052,202124,38113
2,5,CR-10064,202124,38113
4,5,CR-10057,202124,38113
4,7,CR-11112,208706,38217
3,7,CR-10009,208706,38217
7,7,CR-10889,208706,38217
2,7,CR-10101,208706,38217
6,7,CR-10006,208706,38217
1,7,CR-10008,208706,38217
5,7,CR-10837,208706,38217
3,5,CR-10504,213223,38302
1,5,CR-10254,213223,38281
2,5,CR-11021,213223,38281
4,5,CR-10658,213223,38302
5,5,CR-10312,213223,38288
3,3,CR-10504,214196,38298
1,3,CR-10620,214196,38298
2,3,CR-10541,214196,38298
8,46,CR-10799,215021,38303
12,46,CR-10671,215021,38303
32,46,CR-10504,215021,38303
3,46,CR-10683,215021,38303
28,46,CR-10554,215021,38303
6,46,CR-10898,215021,38303
41,46,CR-10065,215021,38303
18,46,CR-10009,215021,38303
35,46,CR-10384,215021,38303
23,46,CR-10517,215021,38303
9,46,CR-10889,215021,38303
11,46,CR-10347,215021,38303
4,46,CR-10924,215021,38303
7,46,CR-10922,215021,38303
27,46,CR-10543,215021,38303
15,46,CR-10856,215021,38303
38,46,CR-10569,215021,38303
40,46,CR-10684,215021,38303
22,46,CR-10203,215021,38303
16,46,CR-10828,215021,38303
42,46,CR-10943,215021,38303
2,46,CR-10925,215021,38303
10,46,CR-10872,215021,38303
17,46,CR-10252,215021,38303
21,46,CR-10680,215021,38303
31,46,CR-10194,215021,38303
26,46,CR-10190,215021,38303
1,46,CR-10938,215021,38303
30,46,CR-10531,215021,38303
37,46,CR-10681,215021,38303
14,46,CR-10796,215021,38303
13,46,CR-10395,215021,38303
34,46,CR-10986,215021,38303
25,46,CR-10871,215021,38303
43,46,CR-10412,215021,38303
46,46,CR-10291,215021,38303
33,46,CR-10325,215021,38303
39,46,CR-10530,215021,38303
24,46,CR-10018,215021,38303
20,46,CR-10396,215021,38303
44,46,CR-10883,215021,38303
29,46,CR-10674,215021,38303
19,46,CR-10844,215021,38303
5,46,CR-10193,215021,38303
36,46,CR-10893,215021,38303
45,46,CR-10870,215021,38303
3,86,CR-10670,200426,38274
53,86,CR-10564,200426,38274
83,86,CR-10392,200426,38274
33,86,CR-10951,200426,38274
23,86,CR-10615,200426,38274
66,86,CR-10615,200426,38274
13,86,CR-10889,200426,38274
80,86,CR-10922,200426,38274
7,86,CR-10239,200426,38274
28,86,CR-10878,200426,38274
74,86,CR-10346,200426,38274
34,86,CR-10327,200426,38274
68,86,CR-10502,200426,38274
47,86,CR-10721,200426,38274
78,86,CR-10721,200426,38274
76,86,CR-10882,200426,38274
30,86,CR-10612,200426,38274
20,86,CR-10360,200426,38274
58,86,CR-10371,200426,38274
10,86,CR-10692,200426,38274
21,86,CR-10805,200426,38274
59,86,CR-10805,200426,38274
42,86,CR-10362,200426,38274
64,86,CR-10627,200426,38274
57,86,CR-10413,200426,38274
43,86,CR-10495,200426,38274
60,86,CR-10259,200426,38274
50,86,CR-10254,200426,38274
5,86,CR-10240,200426,38274
70,86,CR-10240,200426,38274
15,86,CR-10252,200426,38274
52,86,CR-10247,200426,38274
72,86,CR-10263,200426,38274
41,86,CR-10614,200426,38274
63,86,CR-10614,200426,38274
39,86,CR-10494,200426,38274
12,86,CR-10180,200426,38274
19,86,CR-10665,200426,38274
81,86,CR-10357,200426,38274
55,86,CR-10416,200426,38274
38,86,CR-10522,200426,38274
9,86,CR-10881,200426,38274
6,86,CR-10835,200426,38274
86,86,CR-10235,200426,38274
32,86,CR-10877,200426,38274
84,86,CR-10877,200426,38274
11,86,CR-10695,200426,38274
79,86,CR-10418,200426,38274
61,86,CR-10264,200426,38274
36,86,CR-10525,200426,38274
77,86,CR-10372,200426,38274
2,86,CR-10373,200426,38274
51,86,CR-10637,200426,38274
54,86,CR-10637,200426,38274
67,86,CR-10302,200426,38274
73,86,CR-10201,200426,38274
27,86,CR-10205,200426,38274
18,86,CR-10689,200426,38274
69,86,CR-10024,200426,38274
56,86,CR-10284,200426,38274
49,86,CR-10323,200426,38274
45,86,CR-10292,200426,38274
62,86,CR-10292,200426,38274
17,86,CR-10365,200426,38274
40,86,CR-10497,200426,38274
75,86,CR-10320,200426,38274
24,86,CR-10704,200426,38274
31,86,CR-10704,200426,38274
4,86,CR-10339,200426,38274
14,86,CR-10345,200426,38274
29,86,CR-10369,200426,38274
26,86,CR-10355,200426,38274
35,86,CR-10656,200426,38274
65,86,CR-10370,200426,38274
46,86,CR-10597,200426,38274
82,86,CR-10336,200426,38274
71,86,CR-10899,200426,38274
1,86,CR-10961,200426,38274
8,86,CR-10961,200426,38274
85,86,CR-10913,200426,38274
44,86,CR-10223,200426,38274
37,86,CR-10361,200426,38274
22,86,CR-10364,200426,38274
48,86,CR-10368,200426,38274
16,86,CR-10322,200426,38274
25,86,CR-10652,200426,38274
1,1,CR-10301,201061,38156
1,3,CR-10067,202129,38189
3,3,CR-10067,202129,38189
2,3,CR-10973,202129,38189
3,9,CR-10415,204677,38149
2,9,CR-10347,204677,38186
1,9,CR-10924,204677,38149
7,9,CR-10400,204677,38186
8,9,CR-10964,204677,38149
5,9,CR-10401,204677,38177
9,9,CR-10917,204677,38149
4,9,CR-10916,204677,38149
