Order Number,Address Number Header,Order Gross Amount,Order Type Header,Business Unit Order Header,Order Date Header,Hold Orders Code Header,Company Number Header,Stop Code Header,Zone Code Header,Hold Code Header,Ship To Address Header,Parent Address Number Header,Orderby Header,Freight Code Header
301633,10017576,596.16,SO,CR,103107,  ,00001,   ,   ,  ,101086,578,          ,3
301411,10026522,250.23,SO,CR,103098,  ,00001,   ,   ,  ,100742,31385,          ,6
310286,10023241,4025.15,SO,CR,103242,  ,00001,   ,   ,  ,526,526,          ,3
307960,10026291,635.65,SO,CR,103210,  ,00001,   ,   ,  ,100944,76,FAX,3
314135,10010974,3.3,SO,CR,103296,  ,00001,DS,   ,  ,71700,71700,          ,4
304599,10019682,1852.76,SO,CR,103154,  ,00001,   ,   ,  ,101090,489,STEVE,3
309126,10020445,0,SO,CR,103225,  ,00001,   ,   ,  ,101084,101564,PURCHASING,3
310881,10024725,0,SO,CR,103253,  ,00001,   ,   ,  ,97690,97690,NICK ADAMY,3
304015,10015793,1197.64,SO,CR,103144,  ,00001,   ,   ,  ,291,291,1,4
307566,10019909,120.27,SO,CR,103203,  ,00001,   ,   ,  ,58188,101562,ED B.,4
307181,10027572,0,SO,CR,103197,  ,00001,   ,   ,  ,101475,1600,GAGE H.,3
308924,10010974,0,SO,CR,103224,  ,00001,   ,   ,  ,71700,71700,E-MAIL,3
304993,10021203,73.27,SO,CR,103158,  ,00001,   ,   ,  ,100836,244,          ,3
307373,10025061,0,SO,CR,103199,  ,00001,   ,   ,  ,101533,101533,          ,3
311271,10020639,0,SO,CR,103256,  ,00001,   ,   ,  ,100930,73970,          ,3
302033,10027572,186.44,SO,CR,103114,  ,00001,DS,   ,  ,101323,1600,KRISTIN,4
306380,10017638,26.76,SO,CR,103184,  ,00001,DS,   ,  ,101415,101559,MARY,4
303809,10015275,0,SO,CR,103141,  ,00001,   ,   ,  ,100778,85520,          ,3
311476,10025238,45.48,SO,CR,103260,  ,00001,DS,   ,  ,101242,101564,          ,4
313066,10025269,7595.87,SO,CR,103282,  ,00001,   ,   ,  ,101599,101564,          ,3
309532,10026299,223.11,SO,CR,103232,  ,00001,   ,   ,  ,100849,101551,          ,3
305198,10013232,98.58,SO,CR,103162,  ,00001,   ,   ,  ,86974,86974,          ,2
306786,10017638,140.27,SO,CR,103190,  ,00001,   ,   ,  ,101415,101559,          ,2
302420,10020915,190.26,SO,CR,103120,  ,00001,   ,   ,  ,2050,2050,          ,4
308151,10017314,49.64,SO,CR,103212,  ,00001,DS,   ,  ,101070,79420,ROBERT,4
303810,10027381,182.74,SO,CR,103141,  ,00001,   ,   ,  ,100966,65800,          ,6
309911,10023489,177.94,SO,CR,103239,  ,00001,   ,   ,  ,13365,101552,JOHN,6
309339,10019942,1198.95,SO,CR,103227,  ,00001,DS,   ,  ,101172,101548,LAURE,4
311862,10023003,112.25,SO,CR,103267,  ,00001,   ,   ,  ,101304,101552,KING,4
304994,10021203,597.93,SO,CR,103158,  ,00001,   ,   ,  ,100722,244,          ,4
313476,10019942,34.28,SO,CR,103288,  ,00001,DS,   ,  ,101172,101548,          ,4
308925,10026522,883.73,SO,CR,103224,  ,00001,   ,   ,  ,100742,31385,          ,6
303413,10019388,248.17,SO,CR,103134,  ,00001,DS,   ,  ,148,148,          ,4
305199,10020915,217.68,SO,CR,103162,  ,00001,   ,   ,  ,2050,2050,          ,6
304407,10026299,12.03,SO,CR,103149,  ,00001,DS,   ,  ,100849,101551,          ,2
301634,10002240,137.6,SO,CR,103107,  ,00001,   ,   ,  ,100867,4178,          ,3
302614,10009907,56.09,SO,CR,103122,  ,00001,DS,   ,  ,93790,93790,          ,4
307961,10026291,2574.98,SO,CR,103210,  ,00001,   ,   ,  ,100863,76,FAX,3
314136,10025778,80.76,SO,CR,103296,  ,00001,DS,   ,  ,101578,101548,          ,4
305395,10008593,1412.54,SO,CR,103165,  ,00001,   ,   ,  ,312,312,FAX,3
314338,10026299,46.7,SO,CR,103301,  ,00001,DS,   ,  ,100849,101551,          ,2
306183,10027572,88.77,SO,CR,103182,  ,00001,   ,   ,  ,101323,1600,FAX,4
314798,10008381,1564.95,SO,CR,103305,  ,00001,   ,   ,  ,70635,70635,          ,4
303214,10025302,231.32,SO,CR,103130,  ,00001,DS,   ,  ,58940,58940,          ,3
305790,10025495,30.14,SO,CR,103172,  ,00001,   ,   ,  ,82050,101566,          ,3
313695,10010974,0,SO,CR,103291,  ,00001,DS,   ,  ,71700,71700,          ,3
307567,10017638,1325.7,SO,CR,103203,  ,00001,DS,   ,  ,101415,101559,          ,4
315282,10006093,144.64,SO,CR,103312,  ,00001,   ,   ,  ,101277,122,HILDRED,4
311863,10002765,2346.08,SO,CR,103267,  ,00001,   ,   ,  ,402,402,PURCHASING,3
306787,10010974,0,SO,CR,103190,  ,00001,   ,   ,  ,71700,71700,          ,3
306381,10011981,0,SO,CR,103184,  ,00001,   ,   ,  ,486,486,          ,3
305988,10010974,0,SO,CR,103176,  ,00001,   ,   ,  ,71700,71700,          ,3
309724,10027381,0.78,SO,CR,103233,  ,00001,   ,   ,  ,100966,65800,          ,6
307773,10020639,162.06,SO,CR,103205,  ,00001,   ,   ,  ,101183,73970,          ,4
308346,10027572,152.21,SO,CR,103214,  ,00001,   ,   ,  ,101323,1600,PURCHASING,4
317061,10025238,89.68,SO,CR,103001,  ,00001,DS,   ,  ,101242,101564,          ,4
312262,10010974,0,SO,CR,103273,  ,00001,DS,   ,  ,71700,71700,JOSH,3
308736,10024246,4984,SO,CR,103220,  ,00001,   ,   ,  ,13900,13900,          ,2
313067,10025238,10482.16,SO,CR,103282,  ,00001,   ,   ,  ,101242,101564,          ,3
311085,10027572,101.04,SO,CR,103254,  ,00001,DS,   ,  ,101323,1600,KRISTIN,4
314137,10025778,31.78,SO,CR,103296,  ,00001,DS,   ,  ,101578,101548,          ,4
304995,10021203,138.14,SO,CR,103158,  ,00001,   ,   ,  ,100828,244,          ,3
312659,10027575,238.99,SO,CR,103276,  ,00001,DS,   ,  ,523,523,MATT,6
313271,10020388,71.7,SO,CR,103287,  ,00001,DS,   ,  ,58190,101562,BUCK W.,4
305791,10026299,142.75,SO,CR,103172,  ,00001,DS,   ,  ,100849,101551,          ,2
310477,10019942,36.48,SO,CR,103246,  ,00001,DS,   ,  ,101579,101548,PURCHASING,4
315286,10012422,32.74,SO,CR,103312,  ,00001,   ,   ,  ,123,123,BRYAN,4
302422,10005006,0,SO,CR,103120,  ,00001,   ,   ,  ,39400,39400,          ,3
308347,10002709,21.09,SO,CR,103214,  ,00001,   ,   ,  ,448,448,PURCHASING,3
301635,10024725,3359.48,SO,CR,103107,  ,00001,   ,   ,  ,97690,97690,          ,3
304205,10027381,88.31,SO,CR,103147,  ,00001,   ,   ,  ,100966,65800,          ,6
309340,10014546,216.73,SO,CR,103227,  ,00001,DS,   ,  ,405,405,          ,4
314801,10026299,70.36,SO,CR,103305,  ,00001,DS,   ,  ,100849,101551,          ,2
313696,10016784,111.43,SO,CR,103291,  ,00001,DS,   ,  ,100866,2714,EDNA,4
305200,10020915,74.65,SO,CR,103163,  ,00001,DS,   ,  ,2050,2050,          ,4
303414,10019388,506.26,SO,CR,103134,  ,00001,DS,   ,  ,148,148,          ,4
305592,10010974,0,SO,CR,103169,  ,00001,   ,   ,  ,71700,71700,          ,3
300989,10025560,0,SO,CR,103050,  ,00001,   ,   ,  ,101569,101569,          ,3
313479,10010974,0,SO,CR,103288,  ,00001,   ,   ,  ,71700,71700,          ,3
308153,10000466,46.56,SO,CR,103212,  ,00001,DS,   ,  ,63850,63850,MARSHALL,4
312661,10021203,39.24,SO,CR,103276,  ,00001,DS,   ,  ,101713,244,          ,4
305989,10007564,235.96,SO,CR,103176,  ,00001,   ,   ,  ,65850,65850,JANET TAN,4
312857,10020927,5648.44,SO,CR,103280,  ,00001,   ,   ,  ,580,580,TERRY H.,3
301207,10021203,247.58,SO,CR,103081,  ,00001,   ,   ,  ,100828,244,          ,3
303215,10019150,29.95,SO,CR,103130,  ,00001,   ,   ,  ,27450,27450,SIMON,4
306788,10017638,106.43,SO,CR,103190,  ,00001,DS,   ,  ,101415,101559,          ,2
303811,10010974,0,SO,CR,103141,  ,00001,   ,   ,  ,71700,71700,          ,3
304408,10026299,6.13,SO,CR,103149,  ,00001,DS,   ,  ,100849,101551,          ,2
310683,10010974,0,SO,CR,103249,  ,00001,DS,   ,  ,71700,71700,          ,3
308737,10010935,5.01,SO,CR,103220,  ,00001,   ,   ,  ,101081,800,          ,2
311273,10023003,90.69,SO,CR,103256,  ,00001,   ,   ,  ,101304,101552,KING,4
310478,10010974,0,SO,CR,103246,  ,00001,DS,   ,  ,71700,71700,HOWARD,3
313905,10027572,758.66,SO,CR,103295,  ,00001,   ,   ,  ,101323,1600,PURCHASING,4
302227,10005006,355.71,SO,CR,103116,  ,00001,   ,   ,  ,100710,39400,          ,3
314570,10021203,122.86,SO,CR,103302,  ,00001,DS,   ,  ,101713,244,          ,4
300189,10021222,0,CO,CR,103168,  ,00001,   ,   ,  ,101165,97700,RETURNS,   
311478,10020663,0,SO,CR,103260,  ,00001,DS,   ,  ,79950,79950,          ,3
310883,10017638,122.32,SO,CR,103253,  ,00001,DS,   ,  ,101415,101559,MARY,2
309725,10025269,223.59,SO,CR,103233,  ,00001,DS,   ,  ,101599,101564,          ,4
315287,10009907,148.28,SO,CR,103312,  ,00001,DS,   ,  ,93790,93790,PURCHASING,4
305201,10012226,322,SO,CR,103163,  ,00001,   ,   ,  ,358,358,          ,3
305593,10009643,116.08,SO,CR,103169,  ,00001,DS,   ,  ,27448,27448,KRIS,4
304996,10021203,188.41,SO,CR,103158,  ,00001,   ,   ,  ,100839,244,          ,   
304018,10025248,3.66,SO,CR,103144,  ,00001,   ,   ,  ,21370,21370,MORGAN,6
303415,10010974,0,SO,CR,103134,  ,00001,   ,   ,  ,71700,71700,          ,3
305396,10007566,119.52,SO,CR,103165,  ,00001,   ,   ,  ,101224,101556,EDWARD,4
301414,10027572,141.99,SO,CR,103098,  ,00001,DS,   ,  ,101323,1600,          ,4
305990,10025302,129.27,SO,CR,103176,  ,00001,DS,   ,  ,58940,58940,PURCHASING,4
303013,10019664,8725.56,SO,PC,103128,  ,00001,   ,   ,  ,100723,571,          ,2
306383,10010974,0,SO,CR,103184,  ,00001,   ,   ,  ,71700,71700,          ,3
307184,10023489,28.97,SO,CR,103197,  ,00001,   ,   ,  ,13365,101552,PURCHASING,4
307963,10023489,0,SO,CR,103210,  ,00001,   ,   ,  ,13365,101552,BILL,6
307569,10026299,71.6,SO,CR,103203,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
307775,10027572,102.05,SO,CR,103205,  ,00001,   ,   ,  ,101323,1600,PURCHASING,4
310289,10020663,651.8,SO,CR,103242,  ,00001,   ,   ,  ,79950,79950,          ,3
306578,10020915,141.06,SO,CR,103186,  ,00001,DS,   ,  ,2050,2050,          ,4
309535,10010974,0,SO,CR,103232,  ,00001,   ,   ,  ,71700,71700,          ,3
309341,10010974,0,SO,CR,103227,  ,00001,DS,   ,  ,71700,71700,          ,3
313480,10020915,107.47,SO,CR,103288,  ,00001,   ,   ,  ,2050,2050,          ,4
301208,10016784,462.15,SO,CR,103081,  ,00001,   ,   ,  ,100866,2714,          ,3
310479,10019942,39.49,SO,CR,103246,  ,00001,   ,   ,  ,101579,101548,PURCHASING,4
313069,10025269,50.29,SO,CR,103282,  ,00001,DS,   ,  ,101599,101564,          ,4
315288,10025284,612.24,SO,CR,103312,  ,00001,   ,   ,  ,62860,62860,          ,3
314802,10009654,18230.02,SO,CR,103305,  ,00001,   ,   ,  ,328,328,          ,2
300190,10025037,0,CO,CR,103168,  ,00001,   ,   ,  ,36000,36000,          ,   
313906,10010974,0,SO,CR,103295,  ,00001,   ,   ,  ,71700,71700,          ,3
301637,10010974,0,SO,CR,103107,  ,00001,DS,   ,  ,71700,71700,          ,3
312858,10027381,125.31,SO,CR,103280,  ,00001,   ,   ,  ,100966,65800,          ,6
304997,10021203,93.12,SO,CR,103158,  ,00001,   ,   ,  ,100809,244,          ,4
302037,10010974,0,SO,CR,103114,  ,00001,   ,   ,  ,71700,71700,JACK,3
312662,10019942,22.87,SO,CR,103276,  ,00001,DS,   ,  ,101172,101548,          ,4
315034,10010974,0,SO,CR,103309,  ,00001,DS,   ,  ,71700,71700,ROBERT,3
314571,10021203,70.55,SO,CR,103302,  ,00001,DS,   ,  ,101713,244,          ,4
312264,10010974,0,SO,CR,103273,  ,00001,DS,   ,  ,71700,71700,          ,3
303416,10013232,103.1,SO,CR,103134,  ,00001,DS,   ,  ,86974,86974,          ,4
306185,10010974,0,SO,CR,103182,  ,00001,   ,   ,  ,71700,71700,          ,3
301831,10010974,0,SO,CR,103112,  ,00001,   ,   ,  ,71700,71700,          ,3
301415,10008134,32.84,SO,CR,103098,  ,00001,   ,   ,  ,46760,101560,          ,4
306990,10025269,297.74,SO,CR,103192,  ,00001,   ,   ,  ,101599,101564,          ,3
307377,10020639,10.27,SO,CR,103199,  ,00001,   ,   ,  ,100930,73970,          ,4
303014,10023471,405,SO,PC,103128,  ,00001,   ,   ,  ,61620,61620,          ,2
308349,10007566,204.69,SO,CR,103214,  ,00001,   ,   ,  ,101224,101556,CHARILE,4
305202,10021936,0,SO,CR,103163,  ,00001,DS,   ,  ,194,194,PURCHASING,3
307964,10026291,612.61,SO,CR,103210,  ,00001,   ,   ,  ,101265,76,FAX,3
311481,10025778,69.77,SO,CR,103260,  ,00001,DS,   ,  ,101578,101548,          ,4
308537,10008134,0,SO,CR,103217,  ,00001,DS,   ,  ,46760,101560,          ,3
313482,10025291,201.75,SO,CR,103288,  ,00001,DS,   ,  ,310,310,          ,3
315289,10007123,87.91,SO,CR,103312,  ,00001,   ,   ,  ,60700,60700,ALLAN,4
309915,10010974,4,SO,CR,103239,  ,00001,DS,   ,  ,71700,71700,          ,4
313274,10024022,34.21,SO,CR,103287,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
311673,10027381,350.89,SO,CR,103262,  ,00001,   ,   ,  ,100966,65800,          ,6
315035,10025515,0,SO,CR,103309,  ,00001,   ,   ,  ,79500,79500,BRIAN S.,3
309343,10000472,12073.47,SO,CR,103227,  ,00001,   ,   ,  ,101525,59600,FAX,3
305203,10010974,0,SO,CR,103163,  ,00001,DS,   ,  ,71700,71700,          ,3
300299,10015275,0,CO,CR,103198,  ,00001,   ,   ,  ,100778,85520,TRISTAN,   
304801,10027381,444.95,SO,CR,103156,  ,00001,   ,   ,  ,100966,65800,          ,6
304020,10019388,223.84,SO,CR,103144,  ,00001,   ,   ,  ,148,148,          ,4
303015,10019664,7975.44,SO,PC,103128,  ,00001,   ,   ,  ,100723,571,          ,2
314572,10025269,49.41,SO,CR,103302,  ,00001,DS,   ,  ,101599,101564,          ,4
303218,10010969,185.26,SO,CR,103130,  ,00001,   ,   ,  ,101788,101788,          ,3
305398,10010974,0,SO,CR,103165,  ,00001,   ,   ,  ,71700,71700,          ,3
303417,10018890,136,SO,CR,103134,  ,00001,   ,   ,  ,93331,93331,          ,6
304998,10021203,183.92,SO,CR,103158,  ,00001,   ,   ,  ,101063,244,          ,4
302229,10027572,256.13,SO,CR,103116,  ,00001,   ,   ,  ,101323,1600,BECKY,4
311867,10007123,5215.06,SO,CR,103267,  ,00001,   ,   ,  ,60700,60700,PURCHASING,3
306791,10025285,4366.6,SO,CR,103190,  ,00001,   ,   ,  ,336,336,FAX,3
306385,10010974,0,SO,CR,103184,  ,00001,   ,   ,  ,71700,71700,MIKE JAMES,3
309916,10023489,89.13,SO,CR,103239,  ,00001,   ,   ,  ,13365,101552,TY,6
308156,10025287,69.54,SO,CR,103212,  ,00001,   ,   ,  ,100897,101564,          ,   
310106,10027381,177.69,SO,CR,103240,  ,00001,   ,   ,  ,100966,65800,          ,6
309537,10025296,659.54,SO,CR,103232,  ,00001,   ,   ,  ,557,557,PURCHASING,3
308350,10017638,0,SO,CR,103214,  ,00001,DS,   ,  ,101415,101559,          ,3
311674,10020909,102.95,SO,CR,103262,  ,00001,DS,   ,  ,100904,101564,          ,4
312078,10024022,123.87,SO,CR,103269,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
311482,10002506,581.51,SO,CR,103260,  ,00001,   ,   ,  ,562,562,PURCHASING,4
310481,10027348,0,SO,CR,103246,  ,00001,   ,   ,  ,100921,97800,FAX,3
311089,10010974,0,SO,CR,103254,  ,00001,   ,   ,  ,71700,71700,4WPW,3
312461,10010974,0,SO,CR,103274,  ,00001,DS,   ,  ,71700,71700,          ,3
302230,10025515,206.82,SO,CR,103116,  ,00001,   ,   ,  ,79500,79500,PURCHASING,3
305204,10002709,19.6,SO,CR,103163,  ,00001,   ,   ,  ,448,448,PURCHASING,3
313072,10024022,176.65,SO,CR,103282,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
300994,10025758,4002.3,SO,CR,103050,  ,00001,   ,   ,  ,101275,263,          ,3
302619,10025238,19.72,SO,CR,103122,  ,00001,DS,   ,  ,101242,101564,          ,4
303016,10023471,405,SO,PC,103128,  ,00001,   ,   ,  ,61620,61620,          ,2
315290,10007123,46.45,SO,CR,103312,  ,00001,   ,   ,  ,60700,60700,ERIC,4
302816,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,          ,3
304021,10025038,222.76,SO,CR,103144,  ,00001,   ,   ,  ,18634,101555,          ,4
307966,10026291,561.72,SO,CR,103210,  ,00001,   ,   ,  ,101293,76,FAX,3
307379,10010974,0,SO,CR,103199,  ,00001,   ,   ,  ,71700,71700,RICH,3
304999,10026522,130.14,SO,CR,103158,  ,00001,   ,   ,  ,100742,31385,RICH,6
318950,10024270,3820.05,SO,CR,103035,  ,00001,   ,   ,  ,18267,18267,FAX,4
303815,10022750,722.41,SO,CR,103141,  ,00001,   ,   ,  ,91900,91900,KAREN,   
309538,10025269,30.63,SO,CR,103232,  ,00001,DS,   ,  ,101599,101564,          ,4
310292,10019150,219.46,SO,CR,103242,  ,00001,   ,   ,  ,27450,27450,SIMON,4
307778,10027381,0,SO,CR,103205,  ,00001,   ,   ,  ,100941,65800,TREVOR,3
305597,10024246,1250.4,SO,CR,103169,  ,00001,   ,   ,  ,13900,13900,MIKE,2
313276,10010974,0,SO,CR,103287,  ,00001,DS,   ,  ,71700,71700,E-MAIL,3
311483,10019388,107.9,SO,CR,103260,  ,00001,DS,   ,  ,148,148,          ,4
312862,10020684,0,SO,CR,103280,  ,00001,DS,   ,  ,100762,376,EMAIL,3
309729,10010974,0,SO,CR,103234,  ,00001,DS,   ,  ,71700,71700,WARRANTY,3
311868,10021222,1233.32,SO,CR,103267,  ,00001,   ,   ,  ,101184,97700,          ,6
307572,10010974,0,SO,CR,103203,  ,00001,DS,   ,  ,71700,71700,PHONE,3
309918,10021179,1731.66,SO,CR,103239,  ,00001,   ,   ,  ,101547,462,          ,4
313073,10019942,124.97,SO,CR,103282,  ,00001,DS,   ,  ,101579,101548,          ,4
310887,10027348,0,SO,CR,103253,  ,00001,   ,   ,  ,100921,97800,NICK ADAMY,3
310687,10026299,11.88,SO,CR,103249,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
301211,10025291,82.88,SO,CR,103084,  ,00001,   ,   ,  ,310,310,          ,3
312463,10019942,117.96,SO,CR,103274,  ,00001,   ,   ,  ,101172,101548,          ,4
312665,10024022,27.89,SO,CR,103276,  ,00001,DS,   ,  ,101015,12020,CASSIE,4
314575,10009643,1067.12,SO,CR,103303,  ,00001,   ,   ,  ,27448,27448,KRIS,4
314806,10010974,0,SO,CR,103305,  ,00001,DS,   ,  ,71700,71700,PHONE,3
301834,10023489,90.8,SO,CR,103112,  ,00001,   ,   ,  ,13365,101552,RC,4
315291,10010974,0,SO,CR,103312,  ,00001,   ,   ,  ,71700,71700,          ,3
300117,10024743,0,CO,CR,103155,  ,00001,   ,   ,  ,591,591,MIKE WALSH,   
306188,10019150,185.17,SO,CR,103182,  ,00001,   ,   ,  ,27450,27450,FAX,4
303220,10010974,0,SO,CR,103130,  ,00001,   ,   ,  ,71700,71700,          ,3
309539,10027572,113.87,SO,CR,103232,  ,00001,DS,   ,  ,101323,1600,PURCHASING,4
302040,10020663,1446.76,SO,CR,103114,  ,00001,   ,   ,  ,79950,79950,          ,3
302817,10010974,0,SO,CR,103126,  ,00001,   ,   ,  ,71700,71700,          ,3
306582,10019150,37.02,SO,CR,103186,  ,00001,DS,   ,  ,27450,27450,FAX,4
306387,10010974,0,SO,CR,103184,  ,00001,   ,   ,  ,71700,71700,          ,3
304413,10010974,0,SO,CR,103149,  ,00001,   ,   ,  ,71700,71700,          ,3
305598,10026299,222.35,SO,CR,103169,  ,00001,DS,   ,  ,100849,101551,          ,2
301640,10025552,255820.8,SO,CR,103107,  ,00001,   ,   ,  ,100918,387,          ,3
311091,10020639,185.88,SO,CR,103254,  ,00001,   ,   ,  ,101183,73970,RICK,4
307382,10010974,0,SO,CR,103199,  ,00001,   ,   ,  ,71700,71700,          ,3
307779,10027381,86.33,SO,CR,103205,  ,00001,   ,   ,  ,100966,65800,ROY,6
303018,10010974,0,SO,CR,103128,  ,00001,   ,   ,  ,71700,71700,          ,3
311484,10027381,93.77,SO,CR,103260,  ,00001,   ,   ,  ,100966,65800,          ,6
307967,10025302,36.78,SO,CR,103210,  ,00001,   ,   ,  ,58940,58940,GEOFFREY,4
312666,10019617,1569.77,SO,CR,103276,  ,00001,   ,   ,  ,100947,101556,KARL,4
301419,10020663,1080.72,SO,CR,103098,  ,00001,   ,   ,  ,79950,79950,          ,6
310888,10017638,122.02,SO,CR,103253,  ,00001,DS,   ,  ,101415,101559,MARY,2
310293,10010974,3.89,SO,CR,103242,  ,00001,DS,   ,  ,71700,71700,          ,4
312464,10023003,6,SO,CR,103274,  ,00001,   ,   ,  ,101304,101552,MIKE,4
309347,10010974,0,SO,CR,103227,  ,00001,DS,   ,  ,71700,71700,          ,3
308743,10020639,226.91,SO,CR,103220,  ,00001,DS,   ,  ,101527,73970,BOB,4
305401,10025284,193.01,SO,CR,103165,  ,00001,   ,   ,  ,62860,62860,HERB,4
313489,10010974,0,SO,CR,103288,  ,00001,DS,   ,  ,71700,71700,          ,3
315293,10026299,73.18,SO,CR,103312,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
310483,10010974,0,SO,CR,103246,  ,00001,DS,   ,  ,71700,71700,PHONE,3
309919,10024022,0,SO,CR,103239,  ,00001,DS,   ,  ,101015,12020,JESSICA,3
303221,10025302,10.82,SO,CR,103130,  ,00001,   ,   ,  ,58940,58940,GEOFFREY J,4
307573,10015824,0,SO,CR,103203,  ,00001,   ,   ,  ,564,564,MARK F.,3
310688,10026299,11.36,SO,CR,103249,  ,00001,DS,   ,  ,100849,101551,PURCHASING,2
312863,10020663,93.5,SO,CR,103280,  ,00001,DS,   ,  ,79950,79950,          ,4
314807,10010974,0,SO,CR,103305,  ,00001,   ,   ,  ,71700,71700,          ,3
313074,10019942,272.93,SO,CR,103282,  ,00001,   ,   ,  ,101579,101548,          ,4
314576,10010974,0,SO,CR,103303,  ,00001,   ,   ,  ,71700,71700,          ,3
311869,10021222,3083.29,SO,CR,103267,  ,00001,   ,   ,  ,100787,97700,FAX,3
305206,10010974,0,SO,CR,103163,  ,00001,   ,   ,  ,71700,71700,          ,3
304414,10010974,0,SO,CR,103149,  ,00001,   ,   ,  ,71700,71700,          ,3
306388,10020639,122.58,SO,CR,103184,  ,00001,   ,   ,  ,101099,73970,          ,4
306994,10010974,0,SO,CR,103193,  ,00001,   ,   ,  ,71700,71700,          ,3
303420,10023489,81.01,SO,CR,103134,  ,00001,   ,   ,  ,13365,101552,WILLIAM,4
307383,10020663,301.46,SO,CR,103199,  ,00001,   ,   ,  ,79950,79950,          ,3
301835,10025249,2921.98,SO,CR,103112,  ,00001,   ,   ,  ,100993,473,LISA L,3
305599,10026299,12.83,SO,CR,103169,  ,00001,DS,   ,  ,100849,101551,          ,2
315039,10017576,109.6,SO,CR,103309,  ,00001,DS,   ,  ,101086,578,TOM,4
306796,10017638,138.87,SO,CR,103190,  ,00001,DS,   ,  ,101415,101559,          ,2
312269,10026299,146.63,SO,CR,103273,  ,00001,DS,   ,  ,100849,101551,          ,2
307968,10019150,184.31,SO,CR,103210,  ,00001,DS,   ,  ,27450,27450,SIMON,4
313703,10007566,424.92,SO,CR,103291,  ,00001,   ,   ,  ,101224,101556,PAULA,4
311870,10021222,616.66,SO,CR,103267,  ,00001,   ,   ,  ,101165,97700,          ,6
311677,10027583,5528.9,SO,CR,103262,  ,00001,   ,   ,  ,101805,4,PURCHASING,3
304415,10025248,42.05,SO,CR,103149,  ,00001,   ,   ,  ,21370,21370,          ,3
300537,10024022,0,CO,CR,103262,  ,00001,   ,   ,  ,101122,12020,          ,   
313278,10026299,20.84,SO,CR,103287,  ,00001,DS,   ,  ,100849,101551,          ,2
309135,10019942,41.96,SO,CR,103225,  ,00001,   ,   ,  ,101579,101548,PURCHASING,4
309920,10010974,0,SO,CR,103239,  ,00001,DS,   ,  ,71700,71700,SUSAN,3
308744,10010974,0,SO,CR,103220,  ,00001,   ,   ,  ,71700,71700,          ,3
310484,10027381,77.92,SO,CR,103246,  ,00001,   ,   ,  ,100966,65800,ROY E,6
300998,10025039,53626,SO,CR,103051,  ,00001,   ,   ,  ,101431,353,          ,2
313075,10027381,230.25,SO,CR,103282,  ,00001,   ,   ,  ,100966,65800,          ,6
310109,10025296,275,SO,CR,103240,  ,00001,DS,   ,  ,557,557,PURCHASING,4
307969,10019150,286.24,SO,CR,103210,  ,00001,   ,   ,  ,27450,27450,SIMON,3
312667,10010974,0,SO,CR,103276,  ,00001,DS,   ,  ,71700,71700,          ,3
312081,10020915,931.57,SO,CR,103269,  ,00001,   ,   ,  ,2050,2050,LINDA,4
